RA,Fase_Raw,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,INDE,Pedra,Cg,Cf,Ct,Num_Avaliacoes,IAA,IEG,IPS,IDA,IPV,IAN,Rec_Psicologia,Nota_Matematica,Nota_Portugues,Nota_Ingles,Indicado_Bolsa,Atingiu_Ponto_Virada,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV,Ano_Referencia,IPP,Escola,Status_Matricula,Status_Cadastro,Fase_Num
RA-692,0,D,Aluno-692,2013.0,9.0,Menina,2021,Escola Pública,7.569,Ametista,285.0,80.0,7.0,2.0,9.5,8.9,8.1,6.9,7.917,5.0,Sem limitações,7.0,6.8,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-693,0,D,Aluno-693,2015.0,7.0,Menina,2022,Escola Pública,7.944,Ametista,158.0,43.0,3.0,2.0,9.5,9.8,8.1,5.7,7.667,10.0,Sem limitações,5.0,6.3,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-694,0,D,Aluno-694,2014.0,8.0,Menino,2022,Escola Pública,8.378,Topázio,49.0,11.0,2.0,2.0,10.0,9.0,8.1,8.1,7.917,10.0,Sem limitações,8.2,8.0,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-695,0,E,Aluno-695,2014.0,8.0,Menina,2021,Escola Pública,4.28,Quartzo,849.0,189.0,5.0,2.0,9.0,3.1,7.5,2.5,2.5,10.0,Sem limitações,2.2,2.8,,Não,Não,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-696,0,E,Aluno-696,2013.0,9.0,Menina,2021,Escola Pública,7.441,Ametista,338.0,98.0,2.0,2.0,8.5,9.0,7.5,6.6,8.167,5.0,Sem limitações,6.5,6.7,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-697,0,E,Aluno-697,2011.0,11.0,Menino,2021,Escola Pública,7.675,Ametista,246.0,67.0,1.0,2.0,7.0,9.3,7.5,8.4,8.083,5.0,Sem limitações,8.8,8.0,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-698,0,E,Aluno-698,2013.0,9.0,Menino,2021,Escola Pública,7.44,Ametista,339.0,99.0,3.0,2.0,9.0,9.8,2.5,8.1,8.083,5.0,Requer avaliação,8.0,8.2,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-699,0,E,Aluno-699,2013.0,9.0,Menino,2022,Escola Pública,6.658,Ágata,603.0,165.0,4.0,2.0,5.2,9.2,7.5,7.1,6.0,5.0,Sem limitações,7.5,6.7,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-700,0,F,Aluno-700,2013.0,9.0,Menina,2022,Escola Pública,7.738,Ametista,224.0,60.0,2.0,2.0,9.0,8.7,7.5,9.2,7.083,5.0,Não atendido,9.2,9.2,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-701,0,F,Aluno-701,2012.0,10.0,Menino,2021,Escola Pública,7.755,Ametista,215.0,57.0,1.0,2.0,9.0,9.3,7.5,8.7,7.417,5.0,Não indicado,8.7,8.7,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-702,0,F,Aluno-702,2014.0,8.0,Menina,2022,Escola Pública,7.387,Ametista,366.0,110.0,5.0,2.0,10.0,8.6,5.0,6.8,7.0,10.0,Não indicado,7.0,6.7,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-703,0,F,Aluno-703,2012.0,10.0,Menino,2021,Escola Pública,6.099,Ágata,710.0,177.0,9.0,2.0,7.5,7.4,5.0,5.1,6.833,5.0,Não indicado,5.3,4.8,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-704,0,F,Aluno-704,2012.0,10.0,Menino,2022,Escola Pública,6.741,Ágata,572.0,160.0,7.0,2.0,9.0,8.6,5.0,7.2,6.583,5.0,Não atendido,7.7,6.6,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-705,0,F,Aluno-705,2012.0,10.0,Menino,2022,Escola Pública,6.634,Ágata,614.0,168.0,8.0,2.0,9.5,6.2,7.5,7.1,6.333,5.0,Não atendido,7.0,7.2,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-706,0,F,Aluno-706,2012.0,10.0,Menina,2021,Escola Pública,7.659,Ametista,252.0,69.0,4.0,2.0,9.5,6.7,7.5,9.1,8.417,5.0,Não atendido,9.1,9.1,,Não,Sim,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-707,0,F,Aluno-707,2012.0,10.0,Menina,2020,Escola Pública,7.679,Ametista,241.0,64.0,3.0,2.0,10.0,8.1,6.9,8.5,8.083,5.0,Não atendido,8.8,8.2,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-708,0,F,Aluno-708,2013.0,9.0,Menino,2022,Escola Pública,7.282,Ametista,400.0,117.0,6.0,2.0,8.0,8.4,7.5,7.3,7.583,5.0,Não atendido,7.1,7.6,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-709,0,F,Aluno-709,2012.0,10.0,Menina,2022,Escola Pública,5.313,Quartzo,801.0,186.0,10.0,2.0,9.5,3.5,7.5,2.3,7.083,5.0,Não atendido,2.3,2.3,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-710,0,G,Aluno-710,2012.0,10.0,Menino,2020,Escola Pública,7.285,Ametista,398.0,116.0,5.0,2.0,9.5,8.9,5.0,6.9,8.0,5.0,Não atendido,7.0,6.8,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-711,0,G,Aluno-711,2013.0,9.0,Menino,2022,Escola Pública,6.04,Ágata,721.0,178.0,11.0,2.0,9.0,7.9,6.3,3.5,6.0,5.0,Não atendido,4.0,3.0,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-712,0,G,Aluno-712,2011.0,11.0,Menino,2019,Escola Pública,6.026,Ágata,725.0,179.0,12.0,2.0,8.0,5.1,5.0,8.0,5.833,5.0,Não indicado,8.7,7.3,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-713,0,G,Aluno-713,2013.0,9.0,Menino,2021,Escola Pública,7.42,Ametista,348.0,102.0,3.0,2.0,10.0,8.7,7.5,7.8,7.25,5.0,Não atendido,8.0,7.7,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-714,0,G,Aluno-714,2011.0,11.0,Menino,2019,Escola Pública,6.953,Ágata,503.0,144.0,6.0,2.0,9.0,6.9,5.6,8.0,7.25,5.0,Não indicado,8.5,7.5,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-715,0,G,Aluno-715,2013.0,9.0,Menina,2022,Escola Pública,6.656,Ágata,604.0,166.0,9.0,2.0,8.5,8.7,4.4,4.9,7.917,5.0,Não indicado,4.8,5.0,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-716,0,G,Aluno-716,2013.0,9.0,Menino,2022,Escola Pública,6.525,Ágata,641.0,171.0,10.0,2.0,8.9,8.1,7.5,6.7,5.417,5.0,Não atendido,7.3,6.0,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-717,0,G,Aluno-717,2012.0,10.0,Menina,2021,Escola Pública,6.832,Ágata,545.0,155.0,7.0,2.0,9.0,7.3,7.5,5.4,7.917,5.0,Não atendido,5.0,5.8,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-718,0,G,Aluno-718,2014.0,8.0,Menina,2022,Escola Pública,8.093,Topázio,118.0,33.0,1.0,2.0,8.0,8.9,6.3,9.2,7.417,10.0,Sem limitações,9.2,9.2,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-719,0,G,Aluno-719,2012.0,10.0,Menina,2021,Escola Pública,5.552,Quartzo,783.0,185.0,13.0,2.0,9.0,4.6,7.5,4.2,6.083,5.0,Não atendido,5.0,3.3,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-720,0,G,Aluno-720,2013.0,9.0,Menina,2021,Escola Pública,6.731,Ágata,575.0,161.0,8.0,2.0,8.0,5.9,7.5,7.6,7.083,5.0,Não atendido,7.3,7.8,,Não,Não,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-721,0,G,Aluno-721,2014.0,8.0,Menina,2021,Escola Pública,7.973,Ametista,149.0,41.0,2.0,2.0,9.5,8.1,7.5,7.6,7.917,10.0,Não atendido,8.2,7.0,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-722,0,G,Aluno-722,2013.0,9.0,Menina,2021,Escola Pública,7.41,Ametista,355.0,106.0,4.0,2.0,10.0,8.1,4.4,8.1,8.333,5.0,Sem limitações,7.8,8.3,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-723,0,H,Aluno-723,2014.0,8.0,Menina,2022,Escola Pública,7.426,Ametista,345.0,101.0,4.0,2.0,10.0,6.6,8.1,5.5,8.167,10.0,Não atendido,5.3,5.7,,Não,Não,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-724,0,H,Aluno-724,2014.0,8.0,Menina,2022,Escola Pública,6.931,Ágata,512.0,146.0,6.0,2.0,9.5,5.9,5.6,5.6,8.0,10.0,Sem limitações,2.9,8.3,,Não,Não,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-725,0,H,Aluno-725,2014.0,8.0,Menino,2022,Escola Pública,6.33,Ágata,675.0,175.0,7.0,2.0,8.0,5.9,8.1,5.0,5.5,10.0,Não atendido,4.0,6.0,,Não,Não,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-726,0,H,Aluno-726,2015.0,7.0,Menina,2022,Escola Pública,6.985,Ágata,492.0,140.0,5.0,2.0,10.0,7.5,7.5,4.4,6.583,10.0,Não atendido,5.8,3.0,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-727,0,H,Aluno-727,2014.0,8.0,Menino,2022,Escola Pública,7.736,Ametista,225.0,61.0,3.0,2.0,9.0,7.7,8.1,8.4,6.75,10.0,Não atendido,9.3,7.4,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-728,0,H,Aluno-728,2014.0,8.0,Menina,2022,Escola Pública,8.244,Topázio,74.0,20.0,1.0,2.0,9.5,7.3,8.1,9.1,8.167,10.0,Não atendido,9.3,8.9,,Não,Não,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-729,0,H,Aluno-729,2014.0,8.0,Menina,2022,Escola Pública,8.155,Topázio,96.0,26.0,2.0,2.0,10.0,8.7,8.1,8.1,7.25,10.0,Não atendido,8.5,7.8,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-730,0,I,Aluno-730,2012.0,10.0,Menina,2021,Escola Pública,7.902,Ametista,169.0,46.0,1.0,2.0,10.0,8.2,8.8,8.3,8.25,5.0,Não atendido,8.7,8.0,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-731,0,I,Aluno-731,2012.0,10.0,Menina,2019,Escola Pública,7.151,Ametista,443.0,130.0,3.0,2.0,9.0,8.5,6.9,7.3,7.083,5.0,Requer avaliação,7.3,7.2,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-732,0,I,Aluno-732,2013.0,9.0,Menino,2022,Escola Pública,7.347,Ametista,377.0,113.0,2.0,2.0,9.0,7.9,8.8,7.2,7.5,5.0,Não atendido,7.5,6.8,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-733,0,J,Aluno-733,2013.0,9.0,Menina,2022,Escola Pública,6.684,Ágata,594.0,163.0,13.0,2.0,9.5,8.5,5.6,5.1,6.917,5.0,Sem limitações,6.0,4.2,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-734,0,J,Aluno-734,2012.0,10.0,Menina,2022,Escola Pública,6.952,Ágata,505.0,145.0,9.0,2.0,9.5,7.2,5.6,7.3,7.417,5.0,Sem limitações,8.0,6.5,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-735,0,J,Aluno-735,2012.0,10.0,Menina,2021,Escola Pública,7.485,Ametista,316.0,92.0,4.0,2.0,9.0,9.0,5.6,7.3,8.583,5.0,Sem limitações,7.8,6.7,,Não,Sim,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-736,0,J,Aluno-736,2012.0,10.0,Menino,2022,Escola Pública,6.707,Ágata,589.0,162.0,12.0,2.0,9.0,8.5,5.6,5.4,7.0,5.0,Sem limitações,4.7,6.2,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-737,0,J,Aluno-737,2013.0,9.0,Menina,2022,Escola Pública,8.058,Ametista,131.0,37.0,1.0,2.0,9.5,9.2,5.6,9.0,9.167,5.0,Sem limitações,8.5,9.5,,Não,Sim,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-738,0,J,Aluno-738,2014.0,8.0,Menina,2022,Escola Pública,7.227,Ametista,417.0,124.0,6.0,2.0,8.5,8.1,5.6,5.7,7.5,10.0,Sem limitações,7.7,3.7,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-739,0,J,Aluno-739,2014.0,8.0,Menino,2022,Escola Pública,6.82,Ágata,549.0,156.0,11.0,2.0,6.4,7.3,5.6,5.9,7.083,10.0,Sem limitações,6.0,5.8,,Não,Não,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-740,0,J,Aluno-740,2013.0,9.0,Menina,2022,Escola Pública,7.218,Ametista,420.0,125.0,7.0,2.0,8.5,9.0,5.6,7.2,7.5,5.0,Sem limitações,7.3,7.0,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-741,0,J,Aluno-741,2012.0,10.0,Menina,2022,Escola Pública,6.896,Ágata,526.0,150.0,10.0,2.0,9.5,8.4,5.6,6.3,7.417,5.0,Sem limitações,7.3,5.2,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-742,0,J,Aluno-742,2013.0,9.0,Menina,2022,Escola Pública,7.097,Ametista,456.0,132.0,8.0,2.0,8.5,8.7,5.0,7.3,7.5,5.0,Sem limitações,8.3,6.2,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-743,0,J,Aluno-743,2013.0,9.0,Menina,2022,Escola Pública,6.672,Ágata,597.0,164.0,14.0,2.0,10.0,7.9,5.6,4.8,7.5,5.0,Sem limitações,4.8,4.8,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-744,0,J,Aluno-744,2014.0,8.0,Menina,2022,Escola Pública,7.742,Ametista,220.0,58.0,2.0,2.0,9.5,9.7,5.6,6.2,7.5,10.0,Sem limitações,6.0,6.3,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-745,0,J,Aluno-745,2013.0,9.0,Menino,2021,Rede Decisão,7.382,Ametista,367.0,111.0,5.0,2.0,9.0,8.5,5.6,8.1,7.75,5.0,Sem limitações,8.5,7.7,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-746,0,J,Aluno-746,2014.0,8.0,Menino,2022,Escola Pública,7.656,Ametista,253.0,70.0,3.0,2.0,8.0,9.1,5.6,7.2,7.417,10.0,Sem limitações,7.7,6.7,,Não,Não,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-747,0,K,Aluno-747,2011.0,11.0,Menina,2022,Escola Pública,7.676,Ametista,245.0,66.0,6.0,2.0,10.0,7.6,7.5,8.8,7.917,5.0,Não atendido,8.2,9.4,,Sim,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-748,0,K,Aluno-748,2013.0,9.0,Menino,2022,Escola Pública,8.084,Topázio,122.0,34.0,5.0,2.0,10.0,9.0,7.5,9.1,8.25,5.0,Não atendido,9.6,8.6,,Sim,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-749,0,K,Aluno-749,2013.0,9.0,Menino,2022,Escola Pública,7.484,Ametista,318.0,94.0,7.0,2.0,9.5,7.7,7.5,8.8,7.25,5.0,Não atendido,9.5,8.1,,Não,Não,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-750,0,K,Aluno-750,2012.0,10.0,Menino,2019,Escola Pública,6.344,Ágata,670.0,173.0,10.0,2.0,9.5,8.9,4.4,6.8,5.167,5.0,Não indicado,7.1,6.4,,Não,Não,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-751,0,K,Aluno-751,2011.0,11.0,Menino,2022,Escola Pública,5.246,Quartzo,808.0,187.0,11.0,2.0,8.5,5.8,7.5,3.8,6.167,5.0,Não atendido,2.7,4.9,,Não,Não,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
RA-752,0,K,Aluno-752,2011.0,11.0,Menina,2022,Escola Pública,8.197,Topázio,86.0,22.0,4.0,2.0,10.0,9.0,7.5,9.5,8.417,5.0,Não atendido,9.6,9.4,,Sim,Sim,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,Completo,0.0
